zone_key,year,Country,Zone Name,,no_hours_with_data,no_of_hours_per_day,carbon_intensity_avg
US-CAR-SCEG,2018,United States of America,South Carolina Electric & Gas Company,,4411,12.08493151,491.2345156
US-CAR-SCEG,2019,United States of America,South Carolina Electric & Gas Company,,8737,23.9369863,420.7965088
US-CAR-SCEG,2020,United States of America,South Carolina Electric & Gas Company,,2812,7.704109589,383
US-CAR-SCEG,2021,United States of America,South Carolina Electric & Gas Company,,6343,17.37808219,390.57
US-CAR-YAD,2018,United States of America,"Alcoa Power Generating, Inc. Yadkin Division",,3940,10.79452055,57.01922242
US-CAR-YAD,2019,United States of America,"Alcoa Power Generating, Inc. Yadkin Division",,7677,21.03287671,58.39357814
US-CAR-YAD,2020,United States of America,"Alcoa Power Generating, Inc. Yadkin Division",,2595,7.109589041,28.21
US-CAR-YAD,2021,United States of America,"Alcoa Power Generating, Inc. Yadkin Division",,5393,14.77534247,40.36
US-CENT-SPA,2018,United States of America,Southwestern Power Administration,,4410,12.08219178,314.7632897
US-CENT-SPA,2019,United States of America,Southwestern Power Administration,,8760,24,155.2943503
US-CENT-SPA,2020,United States of America,Southwestern Power Administration,,2810,7.698630137,265.75
US-CENT-SPA,2021,United States of America,Southwestern Power Administration,,6387,17.49863014,167.84
US-CENT-SWPP,2018,United States of America,Southwest Power Pool,,2946,8.071232877,461.3464092
US-CENT-SWPP,2019,United States of America,Southwest Power Pool,,8736,23.93424658,404.8616534
US-CENT-SWPP,2020,United States of America,Southwest Power Pool,,2928,8.021917808,388.33
US-CENT-SWPP,2021,United States of America,Southwest Power Pool,,6553,17.95342466,411.98
US-FLA-FMPP,2018,United States of America,Florida Municipal Power Pool,,4322,11.84109589,567.7400398
US-FLA-FMPP,2019,United States of America,Florida Municipal Power Pool,,8698,23.83013699,550.0181419
US-FLA-FMPP,2020,United States of America,Florida Municipal Power Pool,,2771,7.591780822,573.45
US-FLA-FMPP,2021,United States of America,Florida Municipal Power Pool,,6290,17.23287671,547.21
US-FLA-FPC,2018,United States of America,Duke Energy Florida Inc,,4411,12.08493151,502.2144871
US-FLA-FPC,2019,United States of America,Duke Energy Florida Inc,,8738,23.93972603,479.8059653
US-FLA-FPC,2020,United States of America,Duke Energy Florida Inc,,2218,6.076712329,500.48
US-FLA-FPC,2021,United States of America,Duke Energy Florida Inc,,6242,17.10136986,521.97
US-FLA-FPL,2018,United States of America,Florida Power & Light Company,,4411,12.08493151,407.2825778
US-FLA-FPL,2019,United States of America,Florida Power & Light Company,,8760,24,390.5792641
US-FLA-FPL,2020,United States of America,Florida Power & Light Company,,2928,8.021917808,409.11
US-FLA-FPL,2021,United States of America,Florida Power & Light Company,,6553,17.95342466,397.64
US-FLA-GVL,2018,United States of America,Gainesville Regional Utilities,,4183,11.46027397,600.0492508
US-FLA-GVL,2019,United States of America,Gainesville Regional Utilities,,7608,20.84383562,635.0349389
US-FLA-GVL,2020,United States of America,Gainesville Regional Utilities,,2792,7.649315068,586.08
US-FLA-GVL,2021,United States of America,Gainesville Regional Utilities,,6049,16.57260274,634.8
US-FLA-HST,2018,United States of America,City Of Homestead,,58,0.15890411,431.5727906
US-FLA-HST,2019,United States of America,City Of Homestead,,174,0.476712329,405.399872
US-FLA-HST,2020,United States of America,City Of Homestead,,1,0.002739726,0.32
US-FLA-HST,2021,United States of America,City Of Homestead,,77,0.210958904,5.75
US-FLA-JEA,2018,United States of America,JEA,,4370,11.97260274,562.2818554
US-FLA-JEA,2019,United States of America,JEA,,8550,23.42465753,551.6214169
US-FLA-JEA,2020,United States of America,JEA,,2097,5.745205479,572.77
US-FLA-JEA,2021,United States of America,JEA,,4749,13.0109589,559.49
US-FLA-SEC,2018,United States of America,Seminole Electric Cooperative,,4205,11.52054795,701.9694989
US-FLA-SEC,2019,United States of America,Seminole Electric Cooperative,,2211,6.057534247,678.9317946
US-FLA-SEC,2020,United States of America,Seminole Electric Cooperative,,2275,6.232876712,681.87
US-FLA-SEC,2021,United States of America,Seminole Electric Cooperative,,5719,15.66849315,664.42
US-FLA-TAL,2018,United States of America,City Of Tallahassee,,4411,12.08493151,475.3929792
US-FLA-TAL,2019,United States of America,City Of Tallahassee,,8749,23.96986301,473.8444263
US-FLA-TAL,2020,United States of America,City Of Tallahassee,,2812,7.704109589,473.21
US-FLA-TAL,2021,United States of America,City Of Tallahassee,,6383,17.48767123,468.99
US-FLA-TEC,2018,United States of America,Tampa Electric Company,,4409,12.07945205,578.9660497
US-FLA-TEC,2019,United States of America,Tampa Electric Company,,8721,23.89315068,551.5863794
US-FLA-TEC,2020,United States of America,Tampa Electric Company,,2586,7.084931507,555.08
US-FLA-TEC,2021,United States of America,Tampa Electric Company,,6010,16.46575342,548.02
US-HI-OA,2019,United States of America,Oahu,,3573,9.789041096,628.7329038
US-HI-OA,2020,United States of America,Oahu,,2552,6.991780822,614.57
US-HI-OA,2021,United States of America,Oahu,,3770,10.32876712,596.29
US-IPC,2018,United States of America,IPC,,6473,17.73424658,255.0732277
US-IPC,2019,United States of America,IPC,,1657,4.539726027,315.6493329
US-MIDA-OVEC,2018,United States of America,Ohio Valley Electric Corporation,,3674,10.06575342,778.3278762
US-MIDA-OVEC,2020,United States of America,Ohio Valley Electric Corporation,,0,0,
US-MIDA-OVEC,2021,United States of America,Ohio Valley Electric Corporation,,0,0,
US-MIDA-PJM,2018,United States of America,"PJM Interconnection, Llc",,2686,7.35890411,386.000922
US-MIDA-PJM,2019,United States of America,"PJM Interconnection, Llc",,8760,24,383.1098856
US-MIDA-PJM,2020,United States of America,"PJM Interconnection, Llc",,2928,8.021917808,362.6
US-MIDA-PJM,2021,United States of America,"PJM Interconnection, Llc",,6553,17.95342466,390.26
US-MIDW-AECI,2018,United States of America,"Associated Electric Cooperative, Inc.",,4359,11.94246575,643.8086344
US-MIDW-AECI,2019,United States of America,"Associated Electric Cooperative, Inc.",,8735,23.93150685,607.2110912
US-MIDW-AECI,2020,United States of America,"Associated Electric Cooperative, Inc.",,2779,7.61369863,596.62
US-MIDW-AECI,2021,United States of America,"Associated Electric Cooperative, Inc.",,6358,17.41917808,566.69
US-MIDW-EEI,2018,United States of America,"Electric Energy, Inc.",,2976,8.153424658,788.5554542
US-MIDW-EEI,2019,United States of America,"Electric Energy, Inc.",,5783,15.84383562,802.653135
US-MIDW-EEI,2020,United States of America,"Electric Energy, Inc.",,0,0,
US-MIDW-EEI,2021,United States of America,"Electric Energy, Inc.",,0,0,
US-MIDW-LGEE,2018,United States of America,Louisville Gas And Electric Company And Kentucky Utilities,,3178,8.706849315,717.1889013
US-MIDW-LGEE,2019,United States of America,Louisville Gas And Electric Company And Kentucky Utilities,,8668,23.74794521,712.8496689
US-MIDW-LGEE,2020,United States of America,Louisville Gas And Electric Company And Kentucky Utilities,,2640,7.232876712,725.06
US-MIDW-LGEE,2021,United States of America,Louisville Gas And Electric Company And Kentucky Utilities,,6246,17.11232877,725.08
US-MIDW-MISO,2018,United States of America,"Midcontinent Independent Transmission System Operator, Inc..",,4410,12.08219178,531.8361945
US-MIDW-MISO,2019,United States of America,"Midcontinent Independent Transmission System Operator, Inc..",,8760,24,478.7393046
US-MIDW-MISO,2020,United States of America,"Midcontinent Independent Transmission System Operator, Inc..",,2928,8.021917808,443.42
US-MIDW-MISO,2021,United States of America,"Midcontinent Independent Transmission System Operator, Inc..",,6553,17.95342466,477.15
US-MISO,2013,United States of America,MISO,,715,1.95890411,648.4536359
US-MISO,2014,United States of America,MISO,,8753,23.98082192,612.9534502
US-MISO,2015,United States of America,MISO,,8759,23.99726027,565.3108426
US-MISO,2016,United States of America,MISO,,8773,24.03561644,544.4387785
US-MISO,2017,United States of America,MISO,,8758,23.99452055,545.068896
US-MISO,2018,United States of America,MISO,,7615,20.8630137,541.4815832
US-MISO,2019,United States of America,MISO,,8301,22.74246575,502.7425669
US-NE-ISNE,2018,United States of America,Iso New England Inc.,,4411,12.08493151,318.1288006
US-NE-ISNE,2019,United States of America,Iso New England Inc.,,8760,24,294.1019179
US-NE-ISNE,2020,United States of America,Iso New England Inc.,,2891,7.920547945,250.26
US-NE-ISNE,2021,United States of America,Iso New England Inc.,,6205,17,259.87
US-NEISO,2014,United States of America,New England,,3667,10.04657534,269.2521288
US-NEISO,2015,United States of America,New England,,8758,23.99452055,300.0305951
US-NEISO,2016,United States of America,New England,,8469,23.20273973,285.8186571
US-NEISO,2017,United States of America,New England,,8668,23.74794521,276.7223815
US-NEISO,2018,United States of America,New England,,7080,19.39726027,260.3977647
US-NEISO,2019,United States of America,New England,,8738,23.93972603,259.1125176
US-NW-AVA,2018,United States of America,Avista Corporation,,4408,12.07671233,254.8044252
US-NW-AVA,2019,United States of America,Avista Corporation,,8737,23.9369863,209.8632816
US-NW-AVA,2020,United States of America,Avista Corporation,,2812,7.704109589,204.51
US-NW-AVA,2021,United States of America,Avista Corporation,,6389,17.50410959,183.32
US-NW-AVRN,2018,United States of America,Avangrid Renewables Cooperative,,2299,6.298630137,11
US-NW-AVRN,2019,United States of America,Avangrid Renewables Cooperative,,8336,22.83835616,79.30742495
US-NW-BPAT,2018,United States of America,Bonneville Power Administration,,4143,11.35068493,132.5329759
US-NW-BPAT,2019,United States of America,Bonneville Power Administration,,8364,22.91506849,119.6377064
US-NW-BPAT,2020,United States of America,Bonneville Power Administration,,2928,8.021917808,77.85
US-NW-BPAT,2021,United States of America,Bonneville Power Administration,,6553,17.95342466,81.56
US-NW-CHPD,2018,United States of America,PUD No. 1 Of Chelan County,,4386,12.01643836,27.17622542
US-NW-CHPD,2019,United States of America,PUD No. 1 Of Chelan County,,8716,23.87945205,26.58993304
US-NW-CHPD,2020,United States of America,PUD No. 1 Of Chelan County,,2789,7.64109589,28.06
US-NW-CHPD,2021,United States of America,PUD No. 1 Of Chelan County,,6369,17.44931507,25.77
US-NW-DOPD,2018,United States of America,PUD No. 1 Of Douglas County,,4232,11.59452055,30.54816669
US-NW-DOPD,2019,United States of America,PUD No. 1 Of Douglas County,,8612,23.59452055,30.53483768
US-NW-DOPD,2020,United States of America,PUD No. 1 Of Douglas County,,2315,6.342465753,26.5
US-NW-DOPD,2021,United States of America,PUD No. 1 Of Douglas County,,6338,17.36438356,27.38
US-NW-GCPD,2018,United States of America,"PUD No. 2 Of Grant County, Washington",,4408,12.07671233,53.11618518
US-NW-GCPD,2019,United States of America,"PUD No. 2 Of Grant County, Washington",,8760,24,50.47708931
US-NW-GCPD,2020,United States of America,"PUD No. 2 Of Grant County, Washington",,2812,7.704109589,41.73
US-NW-GCPD,2021,United States of America,"PUD No. 2 Of Grant County, Washington",,6389,17.50410959,44.78
US-NW-GRID,2018,United States of America,"Gridforce Energy Management, Llc",,4272,11.70410959,488.0532191
US-NW-GRID,2019,United States of America,"Gridforce Energy Management, Llc",,7682,21.04657534,489.1475427
US-NW-GRID,2020,United States of America,"Gridforce Energy Management, Llc",,2723,7.460273973,647.68
US-NW-GRID,2021,United States of America,"Gridforce Energy Management, Llc",,6344,17.38082192,467.08
US-NW-GWA,2018,United States of America,"Naturener Power Watch, Llc (Gwa)",,3254,8.915068493,15.09821861
US-NW-GWA,2019,United States of America,"Naturener Power Watch, Llc (Gwa)",,6968,19.09041096,16.31864148
US-NW-GWA,2020,United States of America,"Naturener Power Watch, Llc (Gwa)",,2343,6.419178082,21.43
US-NW-GWA,2021,United States of America,"Naturener Power Watch, Llc (Gwa)",,5223,14.30958904,16.27
US-NW-IPCO,2018,United States of America,Idaho Power Company,,4362,11.95068493,390.2703439
US-NW-IPCO,2019,United States of America,Idaho Power Company,,8701,23.83835616,311.6075541
US-NW-IPCO,2020,United States of America,Idaho Power Company,,2712,7.430136986,333.65
US-NW-IPCO,2021,United States of America,Idaho Power Company,,6356,17.41369863,293.29
US-NW-NEVP,2018,United States of America,Nevada Power Company,,4406,12.07123288,503.5765984
US-NW-NEVP,2019,United States of America,Nevada Power Company,,8752,23.97808219,480.7795024
US-NW-NEVP,2020,United States of America,Nevada Power Company,,2928,8.021917808,471.03
US-NW-NEVP,2021,United States of America,Nevada Power Company,,6553,17.95342466,452.91
US-NW-NWMT,2018,United States of America,Northwestern Energy,,4363,11.95342466,571.3947947
US-NW-NWMT,2019,United States of America,Northwestern Energy,,8655,23.71232877,549.1934649
US-NW-NWMT,2020,United States of America,Northwestern Energy,,2812,7.704109589,441.21
US-NW-NWMT,2021,United States of America,Northwestern Energy,,6384,17.49041096,504.92
US-NW-PACE,2018,United States of America,Pacificorp East,,4334,11.8739726,592.3097629
US-NW-PACE,2019,United States of America,Pacificorp East,,8060,22.08219178,560.6063615
US-NW-PACE,2020,United States of America,Pacificorp East,,2928,8.021917808,552.91
US-NW-PACE,2021,United States of America,Pacificorp East,,6553,17.95342466,510.72
US-NW-PACW,2018,United States of America,Pacificorp West,,4355,11.93150685,387.2966789
US-NW-PACW,2019,United States of America,Pacificorp West,,8734,23.92876712,359.5849813
US-NW-PACW,2020,United States of America,Pacificorp West,,2766,7.578082192,335.06
US-NW-PACW,2021,United States of America,Pacificorp West,,6136,16.8109589,313.82
US-NW-PGE,2018,United States of America,Portland General Electric Company,,4308,11.80273973,213.2374958
US-NW-PGE,2019,United States of America,Portland General Electric Company,,8006,21.93424658,191.2562497
US-NW-PGE,2020,United States of America,Portland General Electric Company,,2928,8.021917808,167.41
US-NW-PGE,2021,United States of America,Portland General Electric Company,,6553,17.95342466,179.09
US-NW-PSCO,2018,United States of America,Public Service Company Of Colorado,,4401,12.05753425,575.689725
US-NW-PSCO,2019,United States of America,Public Service Company Of Colorado,,8750,23.97260274,534.4944594
US-NW-PSCO,2020,United States of America,Public Service Company Of Colorado,,2928,8.021917808,450.72
US-NW-PSCO,2021,United States of America,Public Service Company Of Colorado,,6553,17.95342466,479.13
US-NW-PSEI,2018,United States of America,Puget Sound Energy,,682,1.868493151,242.996993
US-NW-PSEI,2019,United States of America,Puget Sound Energy,,8760,24,269.2512831
US-NW-PSEI,2020,United States of America,Puget Sound Energy,,2766,7.578082192,207.58
US-NW-PSEI,2021,United States of America,Puget Sound Energy,,5942,16.27945205,185.58
US-NW-SCL,2018,United States of America,Seattle City Light,,4408,12.07671233,101.4584151
US-NW-SCL,2019,United States of America,Seattle City Light,,8737,23.9369863,91.55737394
US-NW-TPWR,2018,United States of America,"City Of Tacoma, Department Of Public Utilities, Light Division",,4384,12.0109589,106.8160559
US-NW-TPWR,2019,United States of America,"City Of Tacoma, Department Of Public Utilities, Light Division",,8714,23.8739726,98.05323235
US-NW-TPWR,2020,United States of America,"City Of Tacoma, Department Of Public Utilities, Light Division",,2788,7.638356164,66.36
US-NW-TPWR,2021,United States of America,"City Of Tacoma, Department Of Public Utilities, Light Division",,6357,17.41643836,63.02
US-NW-WACM,2018,United States of America,Western Area Power Administration - Rocky Mountain Region,,4297,11.77260274,580.4505906
US-NW-WACM,2019,United States of America,Western Area Power Administration - Rocky Mountain Region,,8469,23.20273973,561.1634832
US-NW-WACM,2020,United States of America,Western Area Power Administration - Rocky Mountain Region,,2928,8.021917808,581.31
US-NW-WACM,2021,United States of America,Western Area Power Administration - Rocky Mountain Region,,6553,17.95342466,566.02
US-NW-WAUW,2018,United States of America,Western Area Power Administration UGP West,,4382,12.00547945,263.4708263
US-NW-WAUW,2019,United States of America,Western Area Power Administration UGP West,,8328,22.81643836,311.5314136
US-NW-WAUW,2020,United States of America,Western Area Power Administration UGP West,,2388,6.542465753,258.92
US-NW-WAUW,2021,United States of America,Western Area Power Administration UGP West,,5507,15.08767123,285.47
US-NW-WWA,2018,United States of America,"Naturener Wind Watch, Llc",,3272,8.964383562,12.36953415
US-NW-WWA,2019,United States of America,"Naturener Wind Watch, Llc",,7244,19.84657534,12.46515552
US-NW-WWA,2020,United States of America,"Naturener Wind Watch, Llc",,2451,6.715068493,9.93
US-NW-WWA,2021,United States of America,"Naturener Wind Watch, Llc",,5543,15.18630137,10.17
US-NY,2018,United States of America,New York,,6181,16.93424658,241.1898828
US-NY,2019,United States of America,New York,,8760,24,222.3985491
US-PJM,2015,United States of America,PJM,,5132,14.06027397,423.3229256
US-PJM,2016,United States of America,PJM,,8775,24.04109589,419.2939627
US-PJM,2017,United States of America,PJM,,8644,23.68219178,399.8160033
US-PJM,2018,United States of America,PJM,,8216,22.50958904,396.9292724
US-PJM,2019,United States of America,PJM,,7943,21.76164384,380.1530412
US-SC,2018,United States of America,South Carolina,,4332,11.86849315,690.8546997
US-SC,2019,United States of America,South Carolina,,8636,23.66027397,661.7029804
US-SE-AEC,2018,United States of America,Powersouth Energy Cooperative,,4118,11.28219178,581.9945401
US-SE-AEC,2019,United States of America,Powersouth Energy Cooperative,,8138,22.29589041,538.0519248
US-SE-AEC,2020,United States of America,Powersouth Energy Cooperative,,2812,7.704109589,477.83
US-SE-AEC,2021,United States of America,Powersouth Energy Cooperative,,5653,15.48767123,481.08
US-SE-SEPA,2018,United States of America,Southeastern Power Administration,,1513,4.145205479,145.4981267
US-SE-SEPA,2019,United States of America,Southeastern Power Administration,,2867,7.854794521,125.2573422
US-SE-SEPA,2020,United States of America,Southeastern Power Administration,,973,2.665753425,52.25
US-SE-SEPA,2021,United States of America,Southeastern Power Administration,,1640,4.493150685,22.26
US-SE-SOCO,2018,United States of America,"Southern Company Services, Inc. - Trans",,4291,11.75616438,460.8205025
US-SE-SOCO,2019,United States of America,"Southern Company Services, Inc. - Trans",,8736,23.93424658,437.5875149
US-SE-SOCO,2020,United States of America,"Southern Company Services, Inc. - Trans",,2928,8.021917808,421.11
US-SE-SOCO,2021,United States of America,"Southern Company Services, Inc. - Trans",,6553,17.95342466,434.03
US-SPP,2011,United States of America,SPP,,8754,23.98356164,638.3429036
US-SPP,2012,United States of America,SPP,,8784,24.06575342,614.7708296
US-SPP,2013,United States of America,SPP,,8760,24,607.6915659
US-SPP,2014,United States of America,SPP,,8760,24,587.2555547
US-SPP,2015,United States of America,SPP,,8738,23.93972603,557.7982511
US-SPP,2016,United States of America,SPP,,3200,8.767123288,470.0527714
US-SPP,2017,United States of America,SPP,,8729,23.91506849,476.7799138
US-SPP,2018,United States of America,SPP,,8754,23.98356164,464.0813209
US-SPP,2019,United States of America,SPP,,8749,23.96986301,412.612355
US-SVERI,2018,United States of America,SVERI,,573,1.569863014,461.1581343
US-SW-AZPS,2018,United States of America,Arizona Public Service Company,,4408,12.07671233,310.989442
US-SW-AZPS,2019,United States of America,Arizona Public Service Company,,7996,21.90684932,272.3909244
US-SW-AZPS,2020,United States of America,Arizona Public Service Company,,2605,7.136986301,434.04
US-SW-AZPS,2021,United States of America,Arizona Public Service Company,,6366,17.44109589,400.51
US-SW-DEAA,2018,United States of America,"Arlington Valley, LLC",,3143,8.610958904,490
US-SW-DEAA,2019,United States of America,"Arlington Valley, LLC",,7455,20.42465753,490
US-SW-EPE,2018,United States of America,El Paso Electric Company,,4408,12.07671233,491.1783233
US-SW-EPE,2019,United States of America,El Paso Electric Company,,8760,24,475.9635064
US-SW-EPE,2020,United States of America,El Paso Electric Company,,2812,7.704109589,490.05
US-SW-EPE,2021,United States of America,El Paso Electric Company,,6365,17.43835616,474.05
US-SW-GRIF,2018,United States of America,"Griffith Energy, LLC",,4398,12.04931507,490.0000228
US-SW-GRIF,2019,United States of America,"Griffith Energy, LLC",,8100,22.19178082,489.9966229
US-SW-GRIF,2020,United States of America,"Griffith Energy, LLC",,2747,7.526027397,282.96
US-SW-GRIF,2021,United States of America,"Griffith Energy, LLC",,5589,15.31232877,35.99
US-SW-HGMA,2018,United States of America,"New Harquahala Generating Company, LLC",,27,0.073972603,490
US-SW-HGMA,2020,United States of America,"New Harquahala Generating Company, LLC",,0,0,
US-SW-HGMA,2021,United States of America,"New Harquahala Generating Company, LLC",,3044,8.339726027,4.99
US-SW-PNM,2018,United States of America,Public Service Company Of New Mexico,,4408,12.07671233,529.692719
US-SW-PNM,2019,United States of America,Public Service Company Of New Mexico,,8496,23.27671233,492.4204392
US-SW-PNM,2020,United States of America,Public Service Company Of New Mexico,,2360,6.465753425,527.53
US-SW-PNM,2021,United States of America,Public Service Company Of New Mexico,,4830,13.23287671,500.68
US-SW-SRP,2018,United States of America,Salt River Project,,3832,10.49863014,285.3620806
US-SW-SRP,2019,United States of America,Salt River Project,,8555,23.43835616,265.9745693
US-SW-SRP,2020,United States of America,Salt River Project,,2928,8.021917808,290.26
US-SW-SRP,2021,United States of America,Salt River Project,,6553,17.95342466,271.01
US-SW-TEPC,2018,United States of America,Tucson Electric Power Company,,3739,10.24383562,548.5543575
US-SW-TEPC,2019,United States of America,Tucson Electric Power Company,,8307,22.75890411,520.5418215
US-SW-TEPC,2020,United States of America,Tucson Electric Power Company,,2692,7.375342466,561.58
US-SW-TEPC,2021,United States of America,Tucson Electric Power Company,,5559,15.23013699,487.68
US-SW-WALC,2018,United States of America,Western Area Power Administration - Desert Southwest Region,,4293,11.76164384,489.9865082
US-SW-WALC,2019,United States of America,Western Area Power Administration - Desert Southwest Region,,8675,23.76712329,326.9929892
US-SW-WALC,2020,United States of America,Western Area Power Administration - Desert Southwest Region,,2759,7.55890411,389.48
US-SW-WALC,2021,United States of America,Western Area Power Administration - Desert Southwest Region,,4257,11.6630137,337.65
US-TEN-TVA,2018,United States of America,Tennessee Valley Authority,,4027,11.03287671,338.2117412
US-TEN-TVA,2019,United States of America,Tennessee Valley Authority,,8668,23.74794521,305.7434014
US-TEN-TVA,2020,United States of America,Tennessee Valley Authority,,2928,8.021917808,258.13
US-TEN-TVA,2021,United States of America,Tennessee Valley Authority,,6553,17.95342466,309.29
US-TEX-ERCO,2018,United States of America,"Electric Reliability Council Of Texas, Inc.",,4339,11.88767123,442.7343033
US-TEX-ERCO,2019,United States of America,"Electric Reliability Council Of Texas, Inc.",,5402,14.8,391.5687277
US-TEX-ERCO,2020,United States of America,"Electric Reliability Council Of Texas, Inc.",,2928,8.021917808,381.05
US-TEX-ERCO,2021,United States of America,"Electric Reliability Council Of Texas, Inc.",,6553,17.95342466,376.61
US-TN,2018,United States of America,Tennessee,,4028,11.03561644,319.7480139
US-TN,2019,United States of America,Tennessee,,8672,23.75890411,287.9437167
US-TX,2018,United States of America,ERCOT,,4340,11.89041096,443.0423895
US-TX,2019,United States of America,ERCOT,,8760,24,396.7852697
